,area,bedrooms,distance,furnished,price
586,600.0,1,11.89,Semifurnished,14500
587,1200.0,2,39.12,Furnished,38000
588,1200.0,2,40.7,Furnished,16000
589,350.0,1,1.67,Furnished,8000
590,1350.0,2,12.19,Semifurnished,24000
591,1700.0,3,10.1,Semifurnished,32000
592,350.0,0,71.21,Semifurnished,4700
593,680.0,1,7.66,Semifurnished,15000
594,700.0,1,7.66,Semifurnished,16000
595,1200.0,2,5.73,Semifurnished,18000
596,1285.0,3,10.27,Furnished,45000
597,1349.0,2,7.4,Semifurnished,34000
598,1164.0,2,128.55,Semifurnished,19500
599,1000.0,2,7.14,Semifurnished,18000
600,1597.0,3,14.11,Semifurnished,40000
601,1000.0,1,7.66,Semifurnished,11500
602,1021.0,2,126.97,Semifurnished,21000
603,950.0,2,43.31,Semifurnished,14500
604,1564.0,3,10.67,Semifurnished,30000
605,1917.0,3,10.67,Semifurnished,26000
606,1050.0,2,9.17,Semifurnished,30000
607,2475.0,3,3.53,Semifurnished,72000
608,1250.0,2,6.85,Semifurnished,25000
609,1519.0,3,11.88,Semifurnished,21100
610,625.0,1,9.86,Semifurnished,12000
611,1600.0,3,146.17,Semifurnished,20000
612,1200.0,1,9.17,Semifurnished,18000
613,8500.0,5,10.47,Semifurnished,350000
614,800.0,1,9.05,Semifurnished,13000
615,1500.0,3,2.64,Furnished,50000
616,1407.0,2,8.88,Semifurnished,27000
617,800.0,1,7.66,Semifurnished,13500
618,1840.0,3,6.14,Semifurnished,29000
619,1620.0,3,11.88,Semifurnished,25500
620,700.0,1,84.13,Furnished,25000
621,745.0,1,7.68,Semifurnished,22000
622,1200.0,2,5.71,Semifurnished,30000
623,1300.0,2,3.53,Semifurnished,32000
624,1822.0,3,10.67,Semifurnished,32000
625,2000.0,3,3.74,Furnished,85000
626,748.0,1,7.68,Semifurnished,22000
627,2067.0,4,20.2,Semifurnished,27000
628,590.0,1,7.66,Semifurnished,14200
629,1200.0,2,5.71,Semifurnished,27000
630,550.0,1,7.66,Semifurnished,16500
631,1576.0,3,10.67,Semifurnished,25000
632,897.0,2,69.95,Semifurnished,25000
633,1552.0,3,10.96,Semifurnished,45000
634,2400.0,3,20.2,Semifurnished,39000
635,1300.0,2,7.66,Semifurnished,22000
636,700.0,1,11.88,Furnished,13000
637,1200.0,2,7.16,Semifurnished,15000
638,225.0,0,10.42,Semifurnished,8000
639,700.0,1,6.24,Semifurnished,20000
640,1850.0,3,14.42,Semifurnished,40000
641,600.0,1,9.86,Semifurnished,14000
642,600.0,1,10.13,Semifurnished,15000
643,500.0,0,127.39,Semifurnished,5500
644,1200.0,2,5.71,Semifurnished,28000
645,1595.0,3,77.65,Semifurnished,25000
646,1100.0,2,7.52,Furnished,18000
647,500.0,1,6.77,Semifurnished,12000
648,2225.0,3,7.4,Semifurnished,30000
649,650.0,1,10.42,Semifurnished,13000
650,615.0,1,6.24,Semifurnished,19000
651,1470.0,3,10.51,Semifurnished,24000
652,1650.0,3,6.95,Semifurnished,30500
653,1888.0,3,10.67,Semifurnished,33000
654,1100.0,2,7.05,Furnished,26000
655,605.0,1,12.58,Furnished,26500
656,1595.0,3,10.67,Semifurnished,27000
657,701.0,1,12.58,Furnished,19720
658,1200.0,2,9.86,Semifurnished,22000
659,1917.0,3,77.65,Semifurnished,25000
660,250.0,0,6.17,Semifurnished,13100
661,600.0,1,9.17,Semifurnished,17000
662,1595.0,3,77.65,Semifurnished,24000
663,1265.0,3,77.65,Semifurnished,22000
664,625.0,1,5.71,Semifurnished,17000
665,1150.0,2,6.98,Semifurnished,15000
666,900.0,1,10.42,Semifurnished,14000
667,804.0,2,14.55,Semifurnished,14801
668,600.0,1,7.68,Semifurnished,13000
669,16129.03,3,13.79,Semifurnished,31000
670,700.0,1,12.19,Semifurnished,16500
671,2246.0,3,39.12,Furnished,85000
672,2000.0,3,9.97,Furnished,45000
673,1200.0,2,4.66,Semifurnished,24000
674,300.0,0,6.08,Furnished,22000
675,1000.0,2,10.42,Semifurnished,21000
676,275.0,0,84.13,Furnished,30000
677,1275.0,2,9.86,Semifurnished,25000
678,500.0,1,9.86,Semifurnished,14000
679,650.0,1,9.17,Semifurnished,17000
680,1790.0,3,17.39,Semifurnished,35000
681,1425.0,3,12.72,Semifurnished,25000
682,380.0,1,7.66,Semifurnished,11300
683,520.0,1,8.64,Semifurnished,17000
684,1650.0,3,4.66,Furnished,80000
685,684.0,1,14.98,Semifurnished,16000
686,1150.0,1,6.45,Semifurnished,24000
687,3600.0,2,7.68,Semifurnished,22000
688,2400.0,2,39.12,Furnished,35000
689,1023.0,2,12.72,Semifurnished,18000
690,900.0,2,39.12,Semifurnished,33500
691,689.0,1,69.95,Semifurnished,15000
692,1075.0,3,30.83,Semifurnished,11000
693,600.0,0,6.52,Semifurnished,21000
694,600.0,2,7.66,Semifurnished,15000
695,680.0,1,11.27,Semifurnished,15000
696,500.0,1,1.67,Semifurnished,14000
697,450.0,1,84.13,Semifurnished,16000
698,1760.0,3,12.09,Semifurnished,32000
699,1200.0,1,9.95,Semifurnished,11000
700,2400.0,3,5.71,Semifurnished,70000
701,1250.0,2,16.53,Semifurnished,25000
702,1200.0,2,1.87,Semifurnished,45000
703,1275.0,2,84.13,Semifurnished,36000
704,600.0,1,9.15,Semifurnished,20000
705,1400.0,2,4.34,Semifurnished,35000
706,1400.0,2,5.8,Semifurnished,19000
707,1300.0,3,8.88,Semifurnished,18000
708,747.0,1,7.68,Semifurnished,23000
709,4330.0,4,13.94,Furnished,95000
710,700.0,1,7.68,Semifurnished,17000
711,1250.0,2,84.13,Furnished,40000
712,933.0,2,10.67,Semifurnished,18000
713,1230.0,3,6.73,Semifurnished,24000
714,1320.0,2,7.16,Furnished,70000
715,2476.0,4,7.4,Furnished,65000
716,550.0,1,6.77,Furnished,22000
717,500.0,2,43.31,Semifurnished,20000
718,1800.0,3,14.55,Semifurnished,35000
719,1480.0,3,8.06,Semifurnished,20000
720,1690.0,3,11.88,Semifurnished,26000
721,9000.0,5,10.1,Semifurnished,950000
722,200.0,1,9.17,Furnished,14499
723,1700.0,2,6.98,Semifurnished,19000
724,1300.0,2,6.73,Semifurnished,25000
725,1232.0,2,7.88,Semifurnished,26000
726,2400.0,2,7.66,Semifurnished,21000
727,9000.0,6,13.45,Semifurnished,110000
728,650.0,1,12.58,Semifurnished,13000
729,1744.0,3,39.12,Semifurnished,60000
730,1200.0,2,40.79,Semifurnished,14000
731,1075.0,3,14.35,Semifurnished,10000
732,1690.0,3,13.59,Semifurnished,25000
733,481.0,1,8.13,Semifurnished,12000
734,800.0,2,7.57,Semifurnished,1500000
735,781.0,1,13.8,Semifurnished,17000
736,1250.0,3,11.04,Furnished,20000
737,1259.0,2,127.39,Furnished,25000
738,1400.0,2,9.17,Semifurnished,35000
739,950.0,3,3.53,Semifurnished,30000
740,1680.0,3,10.1,Furnished,34000
741,150.0,1,7.52,Semifurnished,3800
742,1850.0,3,24.67,Semifurnished,30000
743,2957.0,4,7.88,Furnished,150000
744,800.0,2,8.64,Semifurnished,19000
745,1200.0,2,19.12,Semifurnished,23000
746,546.0,1,10.42,Semifurnished,14500
747,2475.0,3,3.53,Furnished,90000
748,800.0,1,19.09,Semifurnished,12000
749,530.0,1,18.06,Semifurnished,15000
750,1200.0,1,18.06,Semifurnished,15000
751,550.0,1,18.06,Semifurnished,15000
752,1900.0,3,15.65,Semifurnished,55000
753,2050.0,3,3.53,Semifurnished,55000
754,1150.0,2,8.64,Furnished,32000
755,1265.0,3,11.88,Semifurnished,27000
756,1850.0,3,126.97,Semifurnished,23000
757,1250.0,2,6.45,Semifurnished,28000
758,1153.0,2,24.67,Semifurnished,18000
759,1250.0,1,6.98,Semifurnished,12700
760,2100.0,3,6.45,Furnished,60000
761,1650.0,3,9.05,Semifurnished,33000
762,600.0,1,12.58,Semifurnished,17500
763,2825.0,4,6.73,Semifurnished,100000
764,3740.0,4,10.96,Semifurnished,90000
765,2000.0,3,17.61,Semifurnished,17000
766,2250.0,4,16.39,Semifurnished,36000
767,851.0,1,13.45,Semifurnished,15000
768,874.0,2,14.55,Semifurnished,17900
769,800.0,1,15.65,Semifurnished,15000
770,2020.0,3,11.88,Furnished,33000
771,850.0,1,9.17,Furnished,26000
772,650.0,1,11.89,Semifurnished,17000
773,1500.0,3,14.89,Furnished,32000
774,1410.0,2,11.88,Semifurnished,18000
775,1150.0,2,69.95,Semifurnished,29000
776,1987.0,3,7.4,Semifurnished,45000
777,1200.0,2,11.89,Semifurnished,25000
778,1150.0,2,10.42,Semifurnished,19500
779,3300.0,3,10.1,Furnished,110000
780,1200.0,2,9.15,Semifurnished,40000
781,1745.0,3,10.51,Semifurnished,26000
782,2430.0,3,7.4,Semifurnished,55000
783,1721.0,3,20.2,Semifurnished,23000
784,1280.0,2,16.39,Semifurnished,20000
785,1000.0,2,39.12,Semifurnished,34000
786,1468.0,2,14.35,Semifurnished,35000
787,1200.0,2,15.65,Semifurnished,20000
788,2218.0,3,11.88,Semifurnished,40000
789,1285.0,2,10.51,Semifurnished,21000
790,1180.0,2,19.12,Semifurnished,16000
791,650.0,1,10.42,Semifurnished,13000
792,1948.0,3,10.67,Semifurnished,27000
793,550.0,1,6.77,Semifurnished,9500
794,1200.0,2,5.09,Semifurnished,40000
795,1046.0,2,10.67,Semifurnished,20000
796,1790.0,3,10.67,Semifurnished,23000
797,1500.0,1,7.66,Semifurnished,15500
798,2218.0,3,126.97,Semifurnished,35000
799,619.0,1,7.68,Semifurnished,17000
800,612.0,1,7.68,Semifurnished,17000
801,610.0,1,7.68,Semifurnished,18000
802,1948.0,3,10.67,Semifurnished,30000
803,460.0,1,6.77,Semifurnished,11100
804,1200.0,2,3.8,Semifurnished,32000
805,1426.0,2,3.53,Semifurnished,39500
806,1425.0,2,3.53,Semifurnished,39000
807,1424.0,2,3.53,Semifurnished,41500
808,1423.0,2,3.53,Semifurnished,41000
809,1421.0,2,3.53,Semifurnished,40000
810,1128.0,2,16.39,Semifurnished,24000
811,4500.0,1,5.8,Semifurnished,12500
812,700.0,1,7.66,Semifurnished,14000
813,1264.0,2,14.98,Semifurnished,25000
814,1257.0,2,19.12,Semifurnished,25000
815,180.0,0,8.75,Semifurnished,3000
816,681.0,1,8.75,Semifurnished,20000
817,783.0,2,19.09,Semifurnished,16500
818,683.0,1,8.75,Semifurnished,19000
819,1460.0,2,9.04,Semifurnished,34000
820,875.0,1,12.65,Semifurnished,8500
821,600.0,1,14.98,Furnished,19000
822,2363.0,3,12.72,Furnished,63000
823,750.0,1,119.75,Semifurnished,11000
824,1900.0,3,6.78,Semifurnished,52000
825,1750.0,4,10.1,Semifurnished,16000
826,600.0,1,6.17,Semifurnished,17000
827,1023.0,2,7.68,Semifurnished,27000
828,2159.0,3,14.35,Furnished,48000
829,250.0,1,10.13,Semifurnished,7000
830,750.0,2,12.45,Semifurnished,13000
831,1650.0,3,11.73,Semifurnished,20000
832,900.0,1,9.15,Semifurnished,15000
833,2400.0,3,11.82,Furnished,22500
834,300.0,1,6.17,Semifurnished,18000
835,1250.0,2,3.74,Semifurnished,30000
836,1650.0,3,19.09,Semifurnished,20000
837,1500.0,3,10.42,Furnished,31500
838,1000.0,2,12.58,Semifurnished,18000
839,3000.0,4,4.34,Semifurnished,68000
840,600.0,1,11.38,Semifurnished,16000
841,1801.0,2,11.88,Furnished,50000
842,2600.0,3,6.85,Furnished,55000
843,700.0,1,7.68,Semifurnished,22000
844,1100.0,2,6.08,Semifurnished,29000
845,600.0,1,10.42,Semifurnished,12000
846,1546.0,2,8.25,Furnished,38000
847,1610.0,3,14.35,Semifurnished,28000
848,1250.0,2,13.88,Furnished,27800
849,2400.0,2,9.17,Semifurnished,28500
850,1200.0,2,5.8,Semifurnished,25000
851,1680.0,3,126.97,Semifurnished,31000
852,800.0,1,7.66,Semifurnished,11500
853,605.0,1,7.66,Furnished,23000
854,310.0,1,7.9,Semifurnished,20100
855,2180.0,4,11.88,Semifurnished,30000
856,1200.0,2,10.42,Semifurnished,20000
857,1310.0,3,11.27,Furnished,34145
858,600.0,1,5.89,Semifurnished,11000
859,867.0,2,69.95,Semifurnished,23000
860,1500.0,3,3.53,Semifurnished,40000
861,2000.0,3,3.53,Semifurnished,45000
862,891.0,2,19.09,Semifurnished,16000
863,621.0,1,19.09,Semifurnished,12500
864,450.0,1,9.86,Semifurnished,14000
865,1300.0,3,6.08,Furnished,42000
866,1200.0,2,19.09,Semifurnished,17000
867,1100.0,2,5.8,Semifurnished,17000
868,402.0,1,11.88,Semifurnished,10200
869,500.0,1,7.1,Semifurnished,11500
870,1085.0,2,54.76,Furnished,20000
871,800.0,2,4.78,Furnished,15000
872,1075.0,3,14.35,Furnished,16000
873,910.0,2,28.25,Semifurnished,13500
874,1350.0,4,7.71,Semifurnished,23000
875,1100.0,2,24.42,Semifurnished,10000
876,1100.0,3,6.53,Semifurnished,26000
877,1400.0,3,16.53,Furnished,40000
878,1200.0,3,51.37,Semifurnished,16000
879,700.0,1,6.45,Semifurnished,16000
880,1200.0,2,10.5,Semifurnished,20000
881,1200.0,2,37.06,Semifurnished,10000
882,1450.0,3,43.31,Semifurnished,27100
883,550.0,1,6.77,Semifurnished,12500
884,500.0,1,17.39,Semifurnished,12000
885,500.0,1,17.39,Semifurnished,11500
886,1256.0,2,9.73,Semifurnished,1300000
887,1000.0,2,1.87,Semifurnished,21000
888,2000.0,3,7.88,Semifurnished,35000
889,550.0,1,7.66,Semifurnished,13000
890,1210.0,2,6.98,Semifurnished,19000
891,1210.0,2,6.98,Semifurnished,18000
892,900.0,1,9.15,Furnished,22000
893,1498.0,3,9.97,Semifurnished,29000
894,1600.0,3,7.05,Semifurnished,22000
895,1310.0,2,5.01,Semifurnished,22000
896,1180.0,2,7.68,Semifurnished,26000
897,1500.0,1,8.25,Semifurnished,13700
898,2061.0,3,11.88,Semifurnished,35000
899,1583.0,3,12.58,Semifurnished,42000
900,650.0,1,7.66,Semifurnished,15000
901,500.0,1,3.62,Semifurnished,21000
902,1482.0,3,7.88,Semifurnished,35000
903,4000.0,1,6.77,Semifurnished,13000
904,610.0,1,6.77,Semifurnished,14000
905,900.0,1,7.1,Furnished,10500
906,1841.0,3,50.71,Semifurnished,18000
907,758.0,2,7.68,Semifurnished,18000
908,1300.0,2,9.17,Semifurnished,28500
909,1820.0,3,11.88,Semifurnished,23500
910,700.0,1,7.66,Semifurnished,13000
911,1365.0,2,6.98,Semifurnished,33000
912,1200.0,2,10.42,Semifurnished,18500
913,700.0,1,7.85,Semifurnished,14000
914,650.0,1,13.8,Semifurnished,18500
915,450.0,1,16.39,Semifurnished,6000
916,2000.0,3,14.35,Semifurnished,36000
917,2700.0,3,4.34,Semifurnished,65000
918,2200.0,3,3.8,Semifurnished,65000
919,550.0,1,7.66,Semifurnished,11000
920,1980.0,3,4.34,Semifurnished,60000
921,2404.0,3,4.99,Semifurnished,85000
922,600.0,1,10.42,Semifurnished,17000
923,500.0,1,7.1,Semifurnished,12000
924,1636.0,3,24.67,Semifurnished,21000
925,300.0,0,6.52,Furnished,18000
926,1265.0,3,77.65,Semifurnished,26000
927,575.0,1,9.86,Semifurnished,14000
928,1100.0,2,39.12,Semifurnished,33000
929,2600.0,4,10.27,Semifurnished,50000
930,1430.0,2,127.39,Semifurnished,22000
931,1240.0,2,14.36,Semifurnished,22600
932,1150.0,2,7.4,Semifurnished,16500
933,695.0,1,12.58,Semifurnished,17000
934,1000.0,2,8.75,Semifurnished,19000
935,1800.0,3,4.66,Semifurnished,60000
936,1690.0,3,11.88,Semifurnished,25500
937,650.0,1,39.12,Semifurnished,17500
938,2182.12,3,6.73,Semifurnished,48000
939,731.0,1,7.68,Semifurnished,19000
940,1805.0,3,10.1,Furnished,49000
941,1200.0,2,39.12,Semifurnished,32000
942,1000.0,2,4.66,Semifurnished,22000
943,1596.0,3,10.67,Semifurnished,27000
944,1601.0,3,10.67,Semifurnished,26000
945,500.0,1,9.31,Semifurnished,13000
946,793.0,2,19.09,Semifurnished,18500
947,1500.0,3,6.98,Semifurnished,25000
948,1200.0,2,7.68,Semifurnished,22000
949,1050.0,2,7.88,Semifurnished,17000
950,905.0,2,14.42,Furnished,12000
951,5000.0,4,13.45,Semifurnished,100000
952,1000.0,1,12.0,Furnished,22000
953,1265.0,3,10.67,Semifurnished,25000
954,1700.0,0,12.58,Semifurnished,28000
955,4050.0,4,14.55,Semifurnished,150000
956,1280.0,2,17.6,Semifurnished,23000
957,1950.2,3,108.91,Semifurnished,65000
958,1950.2,3,108.91,Semifurnished,60000
959,768.0,2,19.09,Semifurnished,16000
960,1670.0,3,51.37,Semifurnished,35000
961,2080.0,3,50.71,Semifurnished,24500
962,1987.0,3,7.4,Semifurnished,39000
963,1760.0,3,12.09,Semifurnished,33000
964,650.0,1,9.15,Semifurnished,18000
965,1600.0,3,11.89,Semifurnished,45000
966,1880.0,3,12.09,Semifurnished,34000
967,1880.0,3,12.09,Semifurnished,35000
968,1160.0,2,5.8,Semifurnished,14000
969,700.0,1,12.58,Semifurnished,17000
970,1180.0,3,14.35,Semifurnished,9500
971,500.0,1,5.8,Semifurnished,10000
972,605.0,1,6.19,Furnished,33000
973,1400.0,2,18.06,Semifurnished,20000
974,1400.0,2,18.06,Semifurnished,17000
975,1500.0,3,10.02,Semifurnished,20000
976,550.0,1,6.08,Semifurnished,15000
977,1200.0,2,9.05,Semifurnished,22500
978,1615.0,3,135.38,Semifurnished,24000
979,1890.0,3,11.88,Semifurnished,24000
980,1710.0,3,11.88,Semifurnished,22000
981,1410.0,3,11.88,Semifurnished,21000
982,1716.0,3,11.88,Semifurnished,23000
983,1890.0,3,11.88,Semifurnished,23000
984,1660.0,3,11.88,Semifurnished,22500
985,1075.0,2,11.88,Semifurnished,19000
986,1250.0,2,14.06,Furnished,24000
987,1000.0,2,9.15,Semifurnished,30000
988,900.0,2,9.15,Semifurnished,26000
989,1110.0,2,9.86,Semifurnished,20000
990,1987.0,3,7.4,Semifurnished,44000
991,1702.0,3,8.64,Semifurnished,45000
992,1000.0,2,39.12,Semifurnished,17000
993,750.0,2,9.05,Semifurnished,15000
994,2476.0,4,7.4,Semifurnished,50000
995,1950.0,3,84.13,Semifurnished,70000
996,1950.0,3,10.67,Semifurnished,30000
997,1927.0,3,10.67,Semifurnished,25000
998,1280.0,2,19.09,Semifurnished,18000
999,1800.0,3,9.05,Semifurnished,19000
1000,2004.0,3,6.12,Semifurnished,60000
1001,1500.0,3,5.46,Semifurnished,25000
1002,1020.0,2,19.12,Semifurnished,16000
1003,1000.0,2,19.12,Semifurnished,16000
1004,1299.0,2,7.4,Semifurnished,35000
1005,1575.0,3,16.39,Semifurnished,30000
1006,400.0,0,6.73,Semifurnished,5500
1007,1550.0,2,6.98,Semifurnished,17000
1008,853.0,1,7.68,Semifurnished,21000
1009,1721.0,3,20.2,Semifurnished,26500
1010,2010.0,3,5.71,Semifurnished,50500
1011,750.0,1,7.68,Semifurnished,18000
1012,1500.0,2,7.66,Semifurnished,25000
1013,1200.0,2,6.98,Semifurnished,23000
1014,1300.0,2,6.98,Semifurnished,25000
1015,2000.0,3,5.71,Semifurnished,70000
1016,1636.0,3,7.88,Semifurnished,37000
1017,1400.0,3,10.42,Semifurnished,25000
1018,2100.0,3,5.71,Semifurnished,55000
1019,1852.0,3,43.9,Semifurnished,29000
1020,900.0,1,5.71,Semifurnished,18000
1021,925.0,1,6.17,Semifurnished,26000
1022,400.0,1,6.77,Furnished,18500
1023,700.0,1,9.17,Semifurnished,23000
1024,1570.0,3,11.88,Semifurnished,22000
1025,1570.0,3,11.88,Semifurnished,23500
1026,1585.0,3,11.88,Semifurnished,24000
1027,1200.0,0,10.96,Furnished,25000
1028,591.0,1,6.77,Semifurnished,12500
1029,3800.0,3,2.02,Semifurnished,250000
1030,750.0,1,34.55,Furnished,25000
1031,1100.0,2,64.58,Semifurnished,24000
1032,714.0,1,12.58,Furnished,19850
1033,1267.0,2,14.98,Semifurnished,24000
1034,1235.0,2,14.98,Semifurnished,25000
1035,1269.0,2,14.98,Semifurnished,25000
1036,1267.0,2,14.98,Semifurnished,25000
1037,1200.0,2,5.71,Semifurnished,30000
1038,585.0,1,10.42,Semifurnished,14000
1039,459.0,1,11.89,Semifurnished,12500
1040,600.0,1,9.05,Semifurnished,12000
1041,1200.0,1,7.66,Semifurnished,14500
1042,750.0,1,9.15,Semifurnished,20000
1043,4100.0,4,4.34,Semifurnished,450000
1044,1250.0,2,8.75,Semifurnished,23000
1045,650.0,1,6.45,Semifurnished,15000
1046,1680.0,3,6.98,Semifurnished,39000
1047,2800.0,4,12.19,Semifurnished,50000
1048,1710.0,3,3.53,Semifurnished,54000
1049,4000.0,4,6.45,Furnished,150000
1050,1260.0,2,6.98,Semifurnished,19500
1051,1100.0,2,10.67,Semifurnished,22000
1052,525.0,1,9.86,Semifurnished,15500
1053,250.0,1,11.89,Semifurnished,10000
1054,1720.0,3,12.72,Semifurnished,28000
1055,1200.0,2,39.12,Semifurnished,27000
1056,2250.0,3,7.66,Semifurnished,45000
1057,400.0,1,16.39,Semifurnished,10000
1058,380.0,1,7.66,Semifurnished,11400
1059,600.0,1,7.66,Semifurnished,11500
1060,1100.0,2,17.81,Semifurnished,14000
1061,600.0,1,15.65,Semifurnished,16000
1062,2218.0,3,126.97,Semifurnished,39000
1063,1000.0,2,6.24,Semifurnished,21000
1064,630.0,1,17.39,Semifurnished,16000
1065,1160.0,2,5.8,Semifurnished,15000
1066,510.0,2,9.05,Semifurnished,12000
1067,950.0,2,43.31,Semifurnished,14500
1068,950.0,2,43.31,Semifurnished,14500
1069,950.0,2,43.31,Semifurnished,14500
1070,951.0,2,43.31,Semifurnished,14500
1071,1500.0,3,17.97,Semifurnished,32000
1072,1590.0,3,17.39,Semifurnished,30000
1073,1131.0,2,13.88,Furnished,28750
1074,2000.0,3,5.71,Semifurnished,60000
1075,605.0,1,7.66,Semifurnished,16000
1076,1200.0,2,39.12,Semifurnished,26000
1077,950.0,2,43.31,Semifurnished,14500
1078,641.0,1,19.09,Semifurnished,11000
1079,1500.0,2,6.85,Semifurnished,20000
1080,500.0,1,7.1,Semifurnished,11000
1081,700.0,1,9.14,Semifurnished,18000
1082,790.0,1,7.1,Furnished,25000
1083,900.0,1,7.85,Semifurnished,14000
1084,900.0,1,7.1,Furnished,25000
1085,700.0,1,7.68,Semifurnished,18000
1086,600.0,1,10.42,Semifurnished,14000
1087,425.0,1,10.42,Semifurnished,13000
1088,4000.0,2,9.17,Semifurnished,80000
1089,600.0,1,6.24,Semifurnished,19000
1090,621.0,1,18.06,Semifurnished,14000
1091,1200.0,2,39.12,Semifurnished,33000
1092,450.0,1,6.78,Furnished,15000
1093,1140.0,2,7.4,Semifurnished,34000
1094,1250.0,2,6.73,Semifurnished,26000
1095,600.0,1,19.09,Semifurnished,11000
1096,1200.0,2,119.75,Semifurnished,23000
1097,300.0,0,14.55,Semifurnished,10500
1098,1080.0,2,10.67,Semifurnished,22000
1099,1985.0,3,10.67,Semifurnished,29000
1100,2673.0,3,10.67,Semifurnished,29000
1101,2484.0,3,10.67,Semifurnished,40000
1102,679.0,1,8.75,Semifurnished,15000
1103,1439.0,2,7.4,Furnished,38000
1104,1650.0,3,126.97,Semifurnished,30500
1105,1200.0,2,9.05,Semifurnished,22000
1106,1200.0,2,19.12,Semifurnished,25000
1107,650.0,1,9.14,Semifurnished,20000
1108,680.0,1,9.14,Semifurnished,21000
1109,624.0,1,19.09,Semifurnished,12500
1110,3100.0,1,7.9,Semifurnished,14400
1111,2050.0,3,3.53,Semifurnished,53000
1112,1000.0,2,39.12,Semifurnished,20000
1113,3500.0,4,10.1,Semifurnished,60000
1114,1200.0,2,39.12,Semifurnished,31000
1115,1100.0,2,39.12,Semifurnished,27000
1116,610.0,1,7.66,Semifurnished,14000
1117,1300.0,2,6.17,Semifurnished,33000
1118,620.0,1,7.12,Semifurnished,7000
1119,1200.0,2,37.54,Semifurnished,25000
1120,1304.0,2,14.35,Semifurnished,24000
1121,2120.0,3,10.1,Semifurnished,52000
1122,1650.0,3,1.87,Semifurnished,40000
1123,3500.0,4,7.2,Semifurnished,130000
1124,1806.0,3,5.01,Semifurnished,34000
1125,1000.0,3,5.8,Semifurnished,40000
1126,1600.0,3,7.16,Semifurnished,45000
1127,1527.0,3,11.88,Semifurnished,30000
1128,475.0,1,10.42,Semifurnished,13000
1129,1250.0,2,50.71,Semifurnished,12000
1130,695.0,1,7.66,Semifurnished,11500
1131,250.0,0,10.42,Semifurnished,8000
1132,1600.0,3,9.97,Semifurnished,30000
1133,1200.0,1,7.66,Semifurnished,15500
1134,1941.0,3,5.01,Semifurnished,35000
1135,1560.0,3,40.79,Semifurnished,18000
1136,1200.0,1,7.66,Semifurnished,12500
1137,1414.0,3,11.88,Semifurnished,27000
1138,1880.0,3,7.66,Semifurnished,48000
1139,1302.0,3,10.67,Semifurnished,28000
1140,3025.0,3,1.87,Furnished,140000
1141,1265.0,2,14.98,Semifurnished,25000
1142,1450.0,2,6.98,Semifurnished,17400
1143,1600.0,2,6.98,Semifurnished,18200
1144,450.0,1,69.95,Semifurnished,14000
1145,750.0,1,7.66,Semifurnished,16500
1146,1100.0,2,39.12,Semifurnished,24500
1147,1000.0,2,19.09,Semifurnished,15000
1148,2400.0,0,7.16,Semifurnished,20000
1149,1615.0,3,33.0,Semifurnished,15000
1150,1200.0,1,9.17,Semifurnished,20000
1151,1182.0,2,12.72,Semifurnished,22000
1152,1600.0,3,21.56,Furnished,20000
1153,1000.0,2,16.39,Semifurnished,22000
1154,651.0,1,132.45,Semifurnished,13500
1155,700.0,1,13.8,Semifurnished,18500
1156,1250.0,2,14.06,Semifurnished,25000
1157,1300.0,2,64.58,Semifurnished,17000
1158,1200.0,2,9.05,Semifurnished,17000
1159,3506.51,4,7.77,Semifurnished,80000
1160,680.0,1,7.68,Semifurnished,14500
1161,2500.0,3,4.34,Semifurnished,65000
1162,750.0,1,7.68,Semifurnished,21000
1163,1332.0,3,6.73,Semifurnished,35000
1164,1750.0,3,43.31,Semifurnished,24000
1165,2695.0,4,10.67,Semifurnished,55000
1166,450.0,1,6.77,Semifurnished,11000
